technique,Action,Phase,Phase2,Phase3,platforms,groups.1,groups.2,groups.3,groups.4,groups.5,groups.6,groups.7,groups.8,groups.9,groups.10,groups.11,groups.12,groups.13,groups.14,groups.15,groups.16,groups.17,groups.18,groups.19,groups.20,groups.21,groups.22,groups.23,groups.24,groups.25,groups.26,groups.27,groups.28,groups.29,groups.30,groups.31,groups.32,groups.33,groups.34,groups.35,groups.36,groups.37,groups.38,groups.39,groups.40,groups.41,groups.42,groups.43,groups.44,groups.45,groups.46,groups.47,groups.48,groups.49,groups.50,groups.51,groups.52,groups.53,groups.54,groups.55,groups.56,groups.57,groups.58,groups.59,groups.60,groups.61,groups.62,groups.63,groups.64,groups.65,groups.66,groups.67,groups.68,groups.69,groups.70,groups.71,groups.72,groups.73,groups.74,groups.75,groups.76,groups.77,groups.78,groups.79,groups.80,groups.81,groups.82,groups.83,groups.84,groups.85,groups.86,data_sources,mitigations,Stealth,Noise2
T1547.001,Registry Run Keys / Startup Folder,persistence,privilege-escalation,,Windows,G0004,G0007,G0010,G0012,G0016,G0019,G0021,G0022,G0024,G0026,G0027,G0032,G0035,G0037,G0040,G0046,G0047,G0048,G0050,G0051,G0056,G0059,G0060,G0064,G0065,G0067,G0069,G0070,G0073,G0078,G0080,G0081,G0087,G0091,G0094,G0096,G0100,G0102,G0106,G0112,G0121,G0126,G0128,G0129,G0139,G0140,G0142,G1014,G1016,G1018,G1036,G1039,G1043,G1046,G1052,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1199,Trusted Relationship,initial-access,,,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,G0007,G0016,G0027,G0034,G0045,G0115,G0125,G1004,G1005,G1039,G1041,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1030|M1032,5,5
T1136.003,Cloud Account,persistence,,,IaaS|Identity Provider|Office Suite|SaaS,G0016,G1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1030|M1032,5,5
T1069.001,Local Groups,discovery,,,Linux|Windows|macOS,G0010,G0018,G0049,G0114,G0131,G1001,G1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1149,LC_MAIN Hijacking,stealth,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1593,Search Open Websites/Domains,reconnaissance,,,PRE,G0034,G0099,G0129,G1017,G1033,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013|M1047,5,5
T1562.013,Disable or Modify Network Device Firewall,stealth,,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1098,Account Manipulation,persistence,privilege-escalation,,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0032,G0125,G1015,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1022|M1026|M1028|M1030|M1032|M1042,5,5
T1170,Mshta,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1048,Exfiltration Over Alternative Protocol,exfiltration,,,ESXi|IaaS|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0139,G1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1022|M1030|M1031|M1037|M1057,5,5
T1547.006,Kernel Modules and Extensions,persistence,privilege-escalation,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1026|M1038|M1049,5,5
T1678,Delay Execution,stealth,,,Linux|Windows|macOS,G0094,G0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1056.002,GUI Input Capture,collection,credential-access,,Linux|Windows|macOS,G0085,G1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017,5,5
T1097,Pass the Ticket,lateral-movement,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1686.002,Network Device Firewall,defense-impairment,,,Network Devices,G0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047|M1051,5,5
T1588.002,Tool,resource-development,,,PRE,G0003,G0004,G0006,G0007,G0008,G0010,G0011,G0016,G0027,G0030,G0032,G0034,G0035,G0037,G0040,G0045,G0046,G0047,G0049,G0050,G0051,G0052,G0053,G0059,G0060,G0061,G0064,G0069,G0073,G0076,G0077,G0078,G0079,G0080,G0082,G0087,G0090,G0091,G0092,G0093,G0094,G0096,G0098,G0099,G0100,G0102,G0105,G0107,G0108,G0114,G0122,G0129,G0135,G0136,G0137,G0143,G1001,G1002,G1004,G1005,G1006,G1007,G1009,G1013,G1014,G1015,G1016,G1017,G1018,G1021,G1032,G1033,G1040,G1041,G1044,G1045,G1046,G1051,G1052,G1054,G1055,,,,,,,M1056,5,5
T1052.001,Exfiltration over USB,exfiltration,,,Linux|Windows|macOS,G0081,G0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1034|M1042|M1057,5,5
T1574.013,KernelCallbackTable,execution,stealth,,Windows,G0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040,3,7
T1597,Search Closed Sources,reconnaissance,,,PRE,G1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1053.006,Systemd Timers,execution,persistence,privilege-escalation,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1022|M1026,5,5
T1566,Phishing,initial-access,,,Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,G0001,G0069,G0094,G0115,G1032,G1041,G1049,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1021|M1031|M1047|M1049|M1054,7,3
T1061,Graphical User Interface,execution,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1542.004,ROMMONkit,persistence,stealth,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031|M1046|M1047,3,7
T1218.001,Compiled HTML File,stealth,,,Windows,G0049,G0070,G0082,G0091,G0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021|M1038,3,7
T1496.001,Compute Hijacking,impact,,,Containers|IaaS|Linux|Windows|macOS,G0096,G0106,G0108,G0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1070.005,Network Share Connection Removal,stealth,,,Windows,G0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1090.003,Multi-hop Proxy,command-and-control,,,ESXi|Linux|Network Devices|Windows|macOS,G0007,G0016,G0030,G0047,G0065,G0085,G0100,G0128,G1003,G1017,G1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1037,5,5
T1110,Brute Force,credential-access,,,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0007,G0010,G0035,G0049,G0053,G0082,G0087,G0096,G0105,G0117,G1001,G1003,G1030,G1053,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1027|M1032|M1036,10,0
T1059.004,Unix Shell,execution,,,ESXi|Linux|Network Devices|macOS,G0096,G0106,G0139,G0143,G1015,G1017,G1041,G1047,G1048,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038,5,5
T1137.003,Outlook Forms,persistence,,,Office Suite|Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040|M1051,5,5
T1219.003,Remote Access Hardware,command-and-control,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1034,8,2
T1157,Dylib Hijacking,persistence,privilege-escalation,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1562.001,Disable or Modify Tools,stealth,,,Containers|IaaS|Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1565,Data Manipulation,impact,,,Linux|Windows|macOS,G1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022|M1029|M1030|M1041,5,5
T1559,Inter-Process Communication,execution,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013|M1026|M1040|M1042|M1048|M1054,5,5
T1001,Data Obfuscation,command-and-control,,,ESXi|Linux|Windows|macOS,G0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031,5,5
T1039,Data from Network Shared Drive,collection,,,Linux|Windows|macOS,G0007,G0045,G0047,G0054,G0060,G0114,G0117,G1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1584.006,Web Services,resource-development,,,PRE,G0010,G1006,G1012,G1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,8,2
T1601,Modify System Image,defense-impairment,,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1027|M1032|M1043|M1045|M1046,5,5
T1574,Hijack Execution Flow,execution,stealth,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013|M1018|M1022|M1024|M1038|M1040|M1044|M1047|M1051|M1052,3,7
T1036.012,Browser Fingerprint,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1047,3,7
T1059.011,Lua,execution,,,Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1033|M1038|M1047,5,5
T1027.005,Indicator Removal from Tools,stealth,,,Linux|Windows|macOS,G0009,G0010,G0022,G0040,G0049,G0093,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1204.003,Malicious Image,execution,,,Containers|IaaS,G0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1031|M1045|M1047,5,5
T1543.005,Container Service,persistence,privilege-escalation,,Containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1054,8,2
T1078,Valid Accounts,initial-access,persistence,privilege-escalation,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0001,G0004,G0007,G0008,G0011,G0016,G0026,G0027,G0032,G0034,G0035,G0037,G0039,G0045,G0046,G0049,G0051,G0053,G0061,G0064,G0065,G0085,G0087,G0091,G0093,G0096,G0102,G0114,G0117,G0119,G0122,G1004,G1005,G1015,G1017,G1021,G1024,G1032,G1033,G1040,G1041,G1043,G1048,G1051,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013|M1015|M1017|M1018|M1026|M1027|M1032|M1036,3,7
T1571,Non-Standard Port,command-and-control,,,ESXi|Linux|Windows|macOS,G0032,G0034,G0046,G0047,G0050,G0059,G0064,G0069,G0090,G0091,G0099,G0105,G0106,G1003,G1042,G1047,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1030|M1031,5,5
T1585.001,Social Media Accounts,resource-development,,,PRE,G0003,G0032,G0034,G0050,G0059,G0065,G0094,G0117,G1001,G1011,G1012,G1015,G1033,G1036,G1050,G1051,G1052,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1073,DLL Side-Loading,stealth,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1055.012,Process Hollowing,privilege-escalation,stealth,,Windows,G0027,G0040,G0045,G0078,G0094,G0099,G1018,G1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040,3,7
T1068,Exploitation for Privilege Escalation,privilege-escalation,,,Containers|Linux|Windows|macOS,G0007,G0010,G0016,G0027,G0037,G0049,G0050,G0061,G0064,G0068,G0080,G0107,G0125,G0128,G0131,G1002,G1004,G1015,G1017,G1019,G1043,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1019|M1038|M1048|M1050|M1051,5,5
T1564.009,Resource Forking,stealth,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1013,3,7
T1531,Account Access Removal,impact,,,ESXi|IaaS|Linux|Office Suite|SaaS|Windows|macOS,G1004,G1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1110.004,Credential Stuffing,credential-access,,,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0114,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1027|M1032|M1036,5,5
T1208,Kerberoasting,credential-access,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1027,Obfuscated Files or Information,stealth,,,ESXi|Linux|Network Devices|Windows|macOS,G0004,G0022,G0034,G0047,G0063,G0067,G0084,G0093,G0094,G0096,G0099,G0106,G0112,G0129,G0135,G1006,G1036,G1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1040|M1047|M1049,3,7
T1556.006,Multi-Factor Authentication,credential-access,defense-impairment,persistence,IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,G1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1032|M1047,5,5
T1114.002,Remote Email Collection,collection,,,Office Suite|Windows,G0004,G0006,G0007,G0016,G0035,G0059,G0077,G0085,G0094,G0114,G0125,G1033,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1032|M1041|M1060,8,2
T1505.004,IIS Components,persistence,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1038|M1045|M1047,5,5
T1036.001,Invalid Code Signature,stealth,,,Windows|macOS,G0067,G0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1045,3,7
T1683,Generate Content,resource-development,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1564.006,Run Virtual Instance,stealth,,,ESXi|Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042|M1047,3,7
T1154,Trap,execution,persistence,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1027.014,Polymorphic Code,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040|M1049,3,7
T1201,Password Policy Discovery,discovery,,,IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,G0010,G0049,G0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1027,5,5
T1546,Event Triggered Execution,persistence,privilege-escalation,,IaaS|Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1051,5,5
T1546.004,Unix Shell Configuration Modification,persistence,privilege-escalation,,Linux|macOS,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022,5,5
T1187,Forced Authentication,credential-access,,,Windows,G0035,G0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1027|M1037,5,5
T1134.005,SID-History Injection,privilege-escalation,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1015,3,7
T1599,Network Boundary Bridging,defense-impairment,,,Network Devices,G0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1027|M1032|M1037|M1043,5,5
T1486,Data Encrypted for Impact,impact,,,ESXi|IaaS|Linux|Windows|macOS,G0034,G0046,G0059,G0061,G0082,G0092,G0096,G0119,G1015,G1024,G1032,G1036,G1043,G1046,G1050,G1051,G1053,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040|M1053,5,5
T1488,Disk Content Wipe,impact,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1690,Prevent Command History Logging,defense-impairment,,,ESXi|Linux|Network Devices|Windows|macOS,G0082,G1041,G1048,G1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1028|M1039,5,5
T1553,Subvert Trust Controls,defense-impairment,,,Linux|Windows|macOS,G0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1024|M1026|M1028|M1038|M1054,5,5
T1548.004,Elevated Execution with Prompt,privilege-escalation,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038,5,5
T1592.003,Firmware,reconnaissance,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1573,Encrypted Channel,command-and-control,,,ESXi|Linux|Network Devices|Windows|macOS,G0016,G0059,G0081,G1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1020|M1031,5,5
T1174,Password Filter DLL,credential-access,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1547.002,Authentication Package,persistence,privilege-escalation,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1025,5,5
T1218.010,Regsvr32,stealth,,,Windows,G0009,G0050,G0065,G0073,G0080,G0090,G0094,G0100,G0108,G0127,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1050,3,7
T1002,Data Compressed,exfiltration,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1567.003,Exfiltration to Text Storage Sites,exfiltration,,,ESXi|Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021,5,5
T1081,Credentials in Files,credential-access,,,IaaS|Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1592.002,Software,reconnaissance,,,PRE,G0034,G0059,G0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1128,Netsh Helper DLL,persistence,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1056,Input Capture,collection,credential-access,,Linux|Network Devices|Windows|macOS,G0087,G1044,G1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1566.004,Spearphishing Voice,initial-access,,,Identity Provider|Linux|Windows|macOS,G1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017,7,3
T1587.004,Exploits,resource-development,,,PRE,G0065,G1017,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1685,Disable or Modify Tools,defense-impairment,,,Containers|ESXi|IaaS|Linux|Network Devices|Windows|macOS,G0010,G0024,G0032,G0037,G0047,G0059,G0060,G0069,G0078,G0082,G0092,G0094,G0096,G0102,G0106,G0119,G0139,G0143,G1015,G1018,G1023,G1024,G1030,G1031,G1032,G1040,G1043,G1047,G1048,G1051,G1052,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1022|M1024|M1038|M1042|M1047|M1054,5,5
